cleaned_full_text,indexed_text
kebagongan hari ini baru balik jam terus bingung mobil gw di parkir di mana muter nyari di parkiran kantor ga nemu terus akhirnya inget lha tadi pagi gw kan pake transjakarta ya ke kantor,[0]kebagongan [1]hari [2]ini [3]baru [4]balik [5]jam [6]terus [7]bingung [8]mobil [9]gw [10]di [11]parkir [12]di [13]mana [14]muter [15]nyari [16]di [17]parkiran [18]kantor [19]ga [20]nemu [21]terus [22]akhirnya [23]inget [24]lha [25]tadi [26]pagi [27]gw [28]kan [29]pake [30]transjakarta [31]ya [32]ke [33]kantor
yeu kocak pemilik akun ini ikutan nangisin fancall orang lain yang ngelag diatas transjakarta asksksksksksksks,[0]yeu [1]kocak [2]pemilik [3]akun [4]ini [5]ikutan [6]nangisin [7]fancall [8]orang [9]lain [10]yang [11]ngelag [12]diatas [13]transjakarta [14]asksksksksksksks
fyi guys bsk pulang naik busway nyambung lrt aja lah biar aman,[0]fyi [1]guys [2]bsk [3]pulang [4]naik [5]busway [6]nyambung [7]lrt [8]aja [9]lah [10]biar [11]aman
min mau tanya dong malam ini s dari bsd terakhir jam brp yaa,[0]min [1]mau [2]tanya [3]dong [4]malam [5]ini [6]s [7]dari [8]bsd [9]terakhir [10]jam [11]brp [12]yaa
siyaal sekali kartu emoney kayaknya jatoh di halte tj tadi ada yg suka share lost and found gitu ngga sih,[0]siyaal [1]sekali [2]kartu [3]emoney [4]kayaknya [5]jatoh [6]di [7]halte [8]tj [9]tadi [10]ada [11]yg [12]suka [13]share [14]lost [15]and [16]found [17]gitu [18]ngga [19]sih
orang udik adalah orang yang nyela antrian busway tbtb ke tengah bukan ke sisi kiri or kanan dimana ada orang yang lebih dulu ngantri,[0]orang [1]udik [2]adalah [3]orang [4]yang [5]nyela [6]antrian [7]busway [8]tbtb [9]ke [10]tengah [11]bukan [12]ke [13]sisi [14]kiri [15]or [16]kanan [17]dimana [18]ada [19]orang [20]yang [21]lebih [22]dulu [23]ngantri
tips biar gak pegel berdiri di busway gangguin temen di chat,[0]tips [1]biar [2]gak [3]pegel [4]berdiri [5]di [6]busway [7]gangguin [8]temen [9]di [10]chat
lucu aja nanti kalo ada percakapan misal atasan yuk balik nan biasanya diajakin jalan kaki bareng ke halte gbk karena rute busway sama aku balik nantian aja deh ko mau ada zoom meeting hehehehe sama siapa member jeketi yaudah,[0]lucu [1]aja [2]nanti [3]kalo [4]ada [5]percakapan [6]misal [7]atasan [8]yuk [9]balik [10]nan [11]biasanya [12]diajakin [13]jalan [14]kaki [15]bareng [16]ke [17]halte [18]gbk [19]karena [20]rute [21]busway [22]sama [23]aku [24]balik [25]nantian [26]aja [27]deh [28]ko [29]mau [30]ada [31]zoom [32]meeting [33]hehehehe [34]sama [35]siapa [36]member [37]jeketi [38]yaudah
kemarin naik motor macet pejaten kuningan jam pagi ini naik busway sama aja,[0]kemarin [1]naik [2]motor [3]macet [4]pejaten [5]kuningan [6]jam [7]pagi [8]ini [9]naik [10]busway [11]sama [12]aja
hari ini serba salah naik mrt sampe hi mau lanjut transjakarta busnya stop layanan soalnya jalanan penuh mau naik krl dapet info kalo lawannya zombie horde hasilnya jalan kaki ke cikini plus kena tarif inap lebak bulus rb brengsekkkkkk,[0]hari [1]ini [2]serba [3]salah [4]naik [5]mrt [6]sampe [7]hi [8]mau [9]lanjut [10]transjakarta [11]busnya [12]stop [13]layanan [14]soalnya [15]jalanan [16]penuh [17]mau [18]naik [19]krl [20]dapet [21]info [22]kalo [23]lawannya [24]zombie [25]horde [26]hasilnya [27]jalan [28]kaki [29]ke [30]cikini [31]plus [32]kena [33]tarif [34]inap [35]lebak [36]bulus [37]rb [38]brengsekkkkkk
plis gw abis liat akun personal gw terus ternyata i witnessed the time di mana fic tj di postype tulisan krps cuma sebelas biji it really was so lonely yall gw seneng banget melihat growth tj as a ship bjir sbg rps mereka gw bangga,[0]plis [1]gw [2]abis [3]liat [4]akun [5]personal [6]gw [7]terus [8]ternyata [9]i [10]witnessed [11]the [12]time [13]di [14]mana [15]fic [16]tj [17]di [18]postype [19]tulisan [20]krps [21]cuma [22]sebelas [23]biji [24]it [25]really [26]was [27]so [28]lonely [29]yall [30]gw [31]seneng [32]banget [33]melihat [34]growth [35]tj [36]as [37]a [38]ship [39]bjir [40]sbg [41]rps [42]mereka [43]gw [44]bangga
tdi bis transjakarta ada yg berhenti di jalan panjang sekitar halte kedoya di jam an ada yg tau kenapa soalnya berhentinya di jalan biasa bukan busway dan cukup banyak yg berhenti untuk ngeliatin,[0]tdi [1]bis [2]transjakarta [3]ada [4]yg [5]berhenti [6]di [7]jalan [8]panjang [9]sekitar [10]halte [11]kedoya [12]di [13]jam [14]an [15]ada [16]yg [17]tau [18]kenapa [19]soalnya [20]berhentinya [21]di [22]jalan [23]biasa [24]bukan [25]busway [26]dan [27]cukup [28]banyak [29]yg [30]berhenti [31]untuk [32]ngeliatin
halo sobat kopaja per oktober kini transjakarta rute n dan p melayani bus stop kedutaan besar jepang loh penasaran modifikasinya langsung cekidot ya kopajarapidtransit krt transkopaja transjakarta ayonaiktransjakarta kotakolaborasi,[0]halo [1]sobat [2]kopaja [3]per [4]oktober [5]kini [6]transjakarta [7]rute [8]n [9]dan [10]p [11]melayani [12]bus [13]stop [14]kedutaan [15]besar [16]jepang [17]loh [18]penasaran [19]modifikasinya [20]langsung [21]cekidot [22]ya [23]kopajarapidtransit [24]krt [25]transkopaja [26]transjakarta [27]ayonaiktransjakarta [28]kotakolaborasi
pengen ikutan tapi keknya tgl segitu aku balik ke pacitan kalo jadi keinget pas naik busway turun di tebet eco park sendirian terus plonga plongo kek orang bego akhirnya jalan bentar terus lanjut nunggu busway ke lotte kangen hari hari gabut di jkt itu,[0]pengen [1]ikutan [2]tapi [3]keknya [4]tgl [5]segitu [6]aku [7]balik [8]ke [9]pacitan [10]kalo [11]jadi [12]keinget [13]pas [14]naik [15]busway [16]turun [17]di [18]tebet [19]eco [20]park [21]sendirian [22]terus [23]plonga [24]plongo [25]kek [26]orang [27]bego [28]akhirnya [29]jalan [30]bentar [31]terus [32]lanjut [33]nunggu [34]busway [35]ke [36]lotte [37]kangen [38]hari [39]hari [40]gabut [41]di [42]jkt [43]itu
ada itu bus stopnya tj sh bus stop simpang rawa kompeni raya prancis,[0]ada [1]itu [2]bus [3]stopnya [4]tj [5]sh [6]bus [7]stop [8]simpang [9]rawa [10]kompeni [11]raya [12]prancis
di busway ada cogan trus ngeliatin gua masa kek intense bat bjir takuttt,[0]di [1]busway [2]ada [3]cogan [4]trus [5]ngeliatin [6]gua [7]masa [8]kek [9]intense [10]bat [11]bjir [12]takuttt
belom nonton aaaaaaaa masih di busway,[0]belom [1]nonton [2]aaaaaaaa [3]masih [4]di [5]busway
saat ini rute a dan a beroperasi normal silakan naik koridor transit di pssenen naik koridor transit di monumen nasional kemudian naik koridor turun di halte bundaran hi astra untuk informasi rute selengkapnya dapat diakses melalui aplikasi tj transjakarta yaymw,[0]saat [1]ini [2]rute [3]a [4]dan [5]a [6]beroperasi [7]normal [8]silakan [9]naik [10]koridor [11]transit [12]di [13]pssenen [14]naik [15]koridor [16]transit [17]di [18]monumen [19]nasional [20]kemudian [21]naik [22]koridor [23]turun [24]di [25]halte [26]bundaran [27]hi [28]astra [29]untuk [30]informasi [31]rute [32]selengkapnya [33]dapat [34]diakses [35]melalui [36]aplikasi [37]tj [38]transjakarta [39]yaymw
menunggu bis kmp melayutnabg yg tak kunjung datang td turun jaklingko mengejar diblkngnya m dan lm langsung pergi dr sttnabg bodo amat ada yg mau naek dibelakang ny transjakarta busway,[0]menunggu [1]bis [2]kmp [3]melayutnabg [4]yg [5]tak [6]kunjung [7]datang [8]td [9]turun [10]jaklingko [11]mengejar [12]diblkngnya [13]m [14]dan [15]lm [16]langsung [17]pergi [18]dr [19]sttnabg [20]bodo [21]amat [22]ada [23]yg [24]mau [25]naek [26]dibelakang [27]ny [28]transjakarta [29]busway
gua gatau rute busway ini bcs first time coba jalur ini semoga gak nyasar yahh,[0]gua [1]gatau [2]rute [3]busway [4]ini [5]bcs [6]first [7]time [8]coba [9]jalur [10]ini [11]semoga [12]gak [13]nyasar [14]yahh
semacetmacetnya jakarta masih lebih nyaman naik transjakarta dibandingkan naik motor emang lebih cepet bawa motor tapi lebih rungsing kepanasan di jalan,[0]semacetmacetnya [1]jakarta [2]masih [3]lebih [4]nyaman [5]naik [6]transjakarta [7]dibandingkan [8]naik [9]motor [10]emang [11]lebih [12]cepet [13]bawa [14]motor [15]tapi [16]lebih [17]rungsing [18]kepanasan [19]di [20]jalan
wow pertama kali ak plg kerja naik tj,[0]wow [1]pertama [2]kali [3]ak [4]plg [5]kerja [6]naik [7]tj
quota haji aja ditilep apalagi cuma jalur busway,[0]quota [1]haji [2]aja [3]ditilep [4]apalagi [5]cuma [6]jalur [7]busway
knp tl gue kayak mendukung bgt supaya gue nangis di tj,[0]knp [1]tl [2]gue [3]kayak [4]mendukung [5]bgt [6]supaya [7]gue [8]nangis [9]di [10]tj
min rute bis dari st tanah abang ke fx sudirman dong dan sebaliknya dari fx sudirman ke st tanah abang,[0]min [1]rute [2]bis [3]dari [4]st [5]tanah [6]abang [7]ke [8]fx [9]sudirman [10]dong [11]dan [12]sebaliknya [13]dari [14]fx [15]sudirman [16]ke [17]st [18]tanah [19]abang
baru sampe rumah dan merasa ky masuk angintali senang bengong di busway ternyata menyenangkan kalau dapet tempat duduk dan tetep duduk sampe turun,[0]baru [1]sampe [2]rumah [3]dan [4]merasa [5]ky [6]masuk [7]angintali [8]senang [9]bengong [10]di [11]busway [12]ternyata [13]menyenangkan [14]kalau [15]dapet [16]tempat [17]duduk [18]dan [19]tetep [20]duduk [21]sampe [22]turun
di halte busway bunderan hi tuh ada yang stand by nawarin orang yang mau naik ke deck buat foto tapi ga punya emoney gitu ya,[0]di [1]halte [2]busway [3]bunderan [4]hi [5]tuh [6]ada [7]yang [8]stand [9]by [10]nawarin [11]orang [12]yang [13]mau [14]naik [15]ke [16]deck [17]buat [18]foto [19]tapi [20]ga [21]punya [22]emoney [23]gitu [24]ya
tj funny asab bruh,[0]tj [1]funny [2]asab [3]bruh
min mau tanya klo rute busway dri cj ke central park mall naik apa ya,[0]min [1]mau [2]tanya [3]klo [4]rute [5]busway [6]dri [7]cj [8]ke [9]central [10]park [11]mall [12]naik [13]apa [14]ya
baru nyampe rumah jam segini sepanjang jalan ga berhenti meluk si satu ini di busway aja masih nangis masih gemetaran sampai sekarang saking ga percayanya,[0]baru [1]nyampe [2]rumah [3]jam [4]segini [5]sepanjang [6]jalan [7]ga [8]berhenti [9]meluk [10]si [11]satu [12]ini [13]di [14]busway [15]aja [16]masih [17]nangis [18]masih [19]gemetaran [20]sampai [21]sekarang [22]saking [23]ga [24]percayanya
sumpah gw masih di busway mana gk bwa airpods nnton live nya gak pake suara,[0]sumpah [1]gw [2]masih [3]di [4]busway [5]mana [6]gk [7]bwa [8]airpods [9]nnton [10]live [11]nya [12]gak [13]pake [14]suara
haloo min mau nanya rute tije dari pgc ke grand itc permata hijau gimana yaa,[0]haloo [1]min [2]mau [3]nanya [4]rute [5]tije [6]dari [7]pgc [8]ke [9]grand [10]itc [11]permata [12]hijau [13]gimana [14]yaa
di busway ketemu cowo wangi cakep banget mau kuajak check in langsung takut lancang padahala udah basah dikit nih,[0]di [1]busway [2]ketemu [3]cowo [4]wangi [5]cakep [6]banget [7]mau [8]kuajak [9]check [10]in [11]langsung [12]takut [13]lancang [14]padahala [15]udah [16]basah [17]dikit [18]nih
gegara bapak busway ganti rute nih harus nya jam udah sampe stasiun ini malah dibawa muter bjirrr kesel bangetttt,[0]gegara [1]bapak [2]busway [3]ganti [4]rute [5]nih [6]harus [7]nya [8]jam [9]udah [10]sampe [11]stasiun [12]ini [13]malah [14]dibawa [15]muter [16]bjirrr [17]kesel [18]bangetttt
min tolong info rute tj dari halte bus pasar rebo ke mall central park,[0]min [1]tolong [2]info [3]rute [4]tj [5]dari [6]halte [7]bus [8]pasar [9]rebo [10]ke [11]mall [12]central [13]park
pagi ini di cawang sentral satu pintuu,[0]pagi [1]ini [2]di [3]cawang [4]sentral [5]satu [6]pintuu
guee baru nemu boss riize sub indo trus gue nonton di tj sambil cekikikan pake headset,[0]guee [1]baru [2]nemu [3]boss [4]riize [5]sub [6]indo [7]trus [8]gue [9]nonton [10]di [11]tj [12]sambil [13]cekikikan [14]pake [15]headset
agenda hari ini cuti dan lunch bentar di blokm sambil narik narik koper dari mrtkrltransjakarta literally semua mode gue jabanin biar g gocar,[0]agenda [1]hari [2]ini [3]cuti [4]dan [5]lunch [6]bentar [7]di [8]blokm [9]sambil [10]narik [11]narik [12]koper [13]dari [14]mrtkrltransjakarta [15]literally [16]semua [17]mode [18]gue [19]jabanin [20]biar [21]g [22]gocar
hhhh siang kemayoran ada pengajian sore jis konser jam aku dijalan bapak supir busway pagi pagi dah ngeluh sama ak,[0]hhhh [1]siang [2]kemayoran [3]ada [4]pengajian [5]sore [6]jis [7]konser [8]jam [9]aku [10]dijalan [11]bapak [12]supir [13]busway [14]pagi [15]pagi [16]dah [17]ngeluh [18]sama [19]ak
infotransjakarta busway mogok dijalur busway halte polda metro jaya,[0]infotransjakarta [1]busway [2]mogok [3]dijalur [4]busway [5]halte [6]polda [7]metro [8]jaya
gerakan bacaditransum udh dari lama banget aku lakuin karena bawa buku kemana soalnya takut bosen aja kalo main hape terus tpi gak enaknya kalo lagi part yg seru gak bisa teriak guling foto ini aku baca di angkot di kereta di lrt dan busway gak ada fotonya huhu,[0]gerakan [1]bacaditransum [2]udh [3]dari [4]lama [5]banget [6]aku [7]lakuin [8]karena [9]bawa [10]buku [11]kemana [12]soalnya [13]takut [14]bosen [15]aja [16]kalo [17]main [18]hape [19]terus [20]tpi [21]gak [22]enaknya [23]kalo [24]lagi [25]part [26]yg [27]seru [28]gak [29]bisa [30]teriak [31]guling [32]foto [33]ini [34]aku [35]baca [36]di [37]angkot [38]di [39]kereta [40]di [41]lrt [42]dan [43]busway [44]gak [45]ada [46]fotonya [47]huhu
min untuk info realtime posisi bus di apps tj tolong jangan dihilangin yaa kalo bisa di kembangin terus soalnya ngebantu banget pliss,[0]min [1]untuk [2]info [3]realtime [4]posisi [5]bus [6]di [7]apps [8]tj [9]tolong [10]jangan [11]dihilangin [12]yaa [13]kalo [14]bisa [15]di [16]kembangin [17]terus [18]soalnya [19]ngebantu [20]banget [21]pliss
tj bulu keteknya jir,[0]tj [1]bulu [2]keteknya [3]jir
mobil damkar lewat jalur busway bus transjakarta di depannya langsung mengalah panen pujian,[0]mobil [1]damkar [2]lewat [3]jalur [4]busway [5]bus [6]transjakarta [7]di [8]depannya [9]langsung [10]mengalah [11]panen [12]pujian
huft pulang naik busway apa kereta niiii masi seniiinnnnn,[0]huft [1]pulang [2]naik [3]busway [4]apa [5]kereta [6]niiii [7]masi [8]seniiinnnnn
hai kak saat ini rute d beroperasi normal melayani pelanggan untuk mengetahui posisi bus dan fitur perencanaan perjalanan kakak dapat mengunduh aplikasi tj transjakarta pada playstore atau appstore ya kak terima kasih dn,[0]hai [1]kak [2]saat [3]ini [4]rute [5]d [6]beroperasi [7]normal [8]melayani [9]pelanggan [10]untuk [11]mengetahui [12]posisi [13]bus [14]dan [15]fitur [16]perencanaan [17]perjalanan [18]kakak [19]dapat [20]mengunduh [21]aplikasi [22]tj [23]transjakarta [24]pada [25]playstore [26]atau [27]appstore [28]ya [29]kak [30]terima [31]kasih [32]dn
sumpah gw benci banget sama konsep tap in tap out transjakarta karena gw udah tap in pasti kepotong giliran mau tap out malah kepotong jg jatohnya gw tap in x monyettttt,[0]sumpah [1]gw [2]benci [3]banget [4]sama [5]konsep [6]tap [7]in [8]tap [9]out [10]transjakarta [11]karena [12]gw [13]udah [14]tap [15]in [16]pasti [17]kepotong [18]giliran [19]mau [20]tap [21]out [22]malah [23]kepotong [24]jg [25]jatohnya [26]gw [27]tap [28]in [29]x [30]monyettttt
semalem pas lagi nganterin adek gw ngeliat ibuibu bawa motor lewat jalur busway posisinya di depan dia ada bus tj dan di belakangnya ada truk pasir terus gw bilang kalo aja tibatiba bus tj nya ngerem mendadak dan truk pasirnya rem blong udah jadi geprek tuh ibuibu,[0]semalem [1]pas [2]lagi [3]nganterin [4]adek [5]gw [6]ngeliat [7]ibuibu [8]bawa [9]motor [10]lewat [11]jalur [12]busway [13]posisinya [14]di [15]depan [16]dia [17]ada [18]bus [19]tj [20]dan [21]di [22]belakangnya [23]ada [24]truk [25]pasir [26]terus [27]gw [28]bilang [29]kalo [30]aja [31]tibatiba [32]bus [33]tj [34]nya [35]ngerem [36]mendadak [37]dan [38]truk [39]pasirnya [40]rem [41]blong [42]udah [43]jadi [44]geprek [45]tuh [46]ibuibu
tj maxx is dangerous,[0]tj [1]maxx [2]is [3]dangerous
ini jalan khusus busway dari pim sampe lebak bulus kok gak ada sign merah di aspalnya ya rusak atau emang sengaja dipudarin yak warnanya biar mobil daerah pim situ gak keganggu sama transportasi umum,[0]ini [1]jalan [2]khusus [3]busway [4]dari [5]pim [6]sampe [7]lebak [8]bulus [9]kok [10]gak [11]ada [12]sign [13]merah [14]di [15]aspalnya [16]ya [17]rusak [18]atau [19]emang [20]sengaja [21]dipudarin [22]yak [23]warnanya [24]biar [25]mobil [26]daerah [27]pim [28]situ [29]gak [30]keganggu [31]sama [32]transportasi [33]umum
si akang arsitek teh pernah belajar konsep ruang terbuka ada aliran udara segar nah ini yang justru yang sudah ada di halte transjakarta make diganti pake ac da bukan cuman masang ac yg berpengaruh ke iklim global plus biaya setup halte jadi ruangan ac tertutup duit lagi,[0]si [1]akang [2]arsitek [3]teh [4]pernah [5]belajar [6]konsep [7]ruang [8]terbuka [9]ada [10]aliran [11]udara [12]segar [13]nah [14]ini [15]yang [16]justru [17]yang [18]sudah [19]ada [20]di [21]halte [22]transjakarta [23]make [24]diganti [25]pake [26]ac [27]da [28]bukan [29]cuman [30]masang [31]ac [32]yg [33]berpengaruh [34]ke [35]iklim [36]global [37]plus [38]biaya [39]setup [40]halte [41]jadi [42]ruangan [43]ac [44]tertutup [45]duit [46]lagi
tadi liat banyak bgt unit s yg model bisnya baru baru di per ss yg mobil listri dan pintunya rendah itu berarti trayek s nantinya engga akan berhenti di halte yg level pijakannya itu tinggi ya min aku ngga update pdhl hari lalu masih naik tj,[0]tadi [1]liat [2]banyak [3]bgt [4]unit [5]s [6]yg [7]model [8]bisnya [9]baru [10]baru [11]di [12]per [13]ss [14]yg [15]mobil [16]listri [17]dan [18]pintunya [19]rendah [20]itu [21]berarti [22]trayek [23]s [24]nantinya [25]engga [26]akan [27]berhenti [28]di [29]halte [30]yg [31]level [32]pijakannya [33]itu [34]tinggi [35]ya [36]min [37]aku [38]ngga [39]update [40]pdhl [41]hari [42]lalu [43]masih [44]naik [45]tj
izin bertanya emang boleh naek bus tj tdk dari halte naek dari bawah udah hari ini tj c berangkat dr pngranti jam or pagi kursi belakang udah terisi orang dgn clana pdl warna krem dgn sepatu pdl mirip pramusapa tj yg tdk naik dr pintu halte,[0]izin [1]bertanya [2]emang [3]boleh [4]naek [5]bus [6]tj [7]tdk [8]dari [9]halte [10]naek [11]dari [12]bawah [13]udah [14]hari [15]ini [16]tj [17]c [18]berangkat [19]dr [20]pngranti [21]jam [22]or [23]pagi [24]kursi [25]belakang [26]udah [27]terisi [28]orang [29]dgn [30]clana [31]pdl [32]warna [33]krem [34]dgn [35]sepatu [36]pdl [37]mirip [38]pramusapa [39]tj [40]yg [41]tdk [42]naik [43]dr [44]pintu [45]halte
halo admin mau tanya kalau mau ke daerah permata hijau bellezza bsa jl jenderal soepeno naik tj dari terminal mana dan turun di mana ya kode bis nya berapa terima kasih,[0]halo [1]admin [2]mau [3]tanya [4]kalau [5]mau [6]ke [7]daerah [8]permata [9]hijau [10]bellezza [11]bsa [12]jl [13]jenderal [14]soepeno [15]naik [16]tj [17]dari [18]terminal [19]mana [20]dan [21]turun [22]di [23]mana [24]ya [25]kode [26]bis [27]nya [28]berapa [29]terima [30]kasih
pagi kak konfirmasi laporan sebelumnya mengenai sterilisasi jalur busway koridor petugas sterililasi jalur sudah kami tempatkan di kawasan simpang kuningan untuk menjaga sterilisasi jalur koridor berikut kami lampirkan dokumentasi hasil tindaklanjutnya terima kasih ap,[0]pagi [1]kak [2]konfirmasi [3]laporan [4]sebelumnya [5]mengenai [6]sterilisasi [7]jalur [8]busway [9]koridor [10]petugas [11]sterililasi [12]jalur [13]sudah [14]kami [15]tempatkan [16]di [17]kawasan [18]simpang [19]kuningan [20]untuk [21]menjaga [22]sterilisasi [23]jalur [24]koridor [25]berikut [26]kami [27]lampirkan [28]dokumentasi [29]hasil [30]tindaklanjutnya [31]terima [32]kasih [33]ap
konon orang yang malemnya begadang tapi bangunnya tetep pagi itu calon orang sukses monitor poskoooo transjakarta pt bianglala metropolitan golden dragon xmljevjc mercedes benz oh at transliner tri sakti,[0]konon [1]orang [2]yang [3]malemnya [4]begadang [5]tapi [6]bangunnya [7]tetep [8]pagi [9]itu [10]calon [11]orang [12]sukses [13]monitor [14]poskoooo [15]transjakarta [16]pt [17]bianglala [18]metropolitan [19]golden [20]dragon [21]xmljevjc [22]mercedes [23]benz [24]oh [25]at [26]transliner [27]tri [28]sakti
another level dari sdm rendah di indonesia separator busway dibongkar knp ga bongkar otak klean aja bang cengkareng jakbar,[0]another [1]level [2]dari [3]sdm [4]rendah [5]di [6]indonesia [7]separator [8]busway [9]dibongkar [10]knp [11]ga [12]bongkar [13]otak [14]klean [15]aja [16]bang [17]cengkareng [18]jakbar
